id,batch,language_pair,priority_order,country_focus,category,term_or_condition_ru,term_or_condition_en,question_ru,answer_ru,question_en,answer_en,sources_countries,sources_urls,medical_disclaimer
119,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие препараты первой линии при Артериальная гипертензия по приоритету США? (долгосрочное ведение),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",Which first-line medications are recommended in U.S.-priority guidance for Hypertension? (долгосрочное ведение),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
120,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие препараты первой линии при Артериальная гипертензия по приоритету США? (контроль безопасности терапии),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",Which first-line medications are recommended in U.S.-priority guidance for Hypertension? (контроль безопасности терапии),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
121,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (амбулаторный старт),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (амбулаторный старт),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
122,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (после госпитализации),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (после госпитализации),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
123,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (при полипрагмазии),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (при полипрагмазии),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
124,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (при ожирении),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (при ожирении),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
125,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (при ХБП),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (при ХБП),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
126,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (при высоком СС-риске),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (при высоком СС-риске),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
127,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (при ограниченных ресурсах),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (при ограниченных ресурсах),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
128,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (для профилактики осложнений),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (для профилактики осложнений),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
129,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (долгосрочное ведение),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (долгосрочное ведение),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
130,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Какие целевые показатели контроля при Артериальная гипертензия? (контроль безопасности терапии),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",What treatment targets should be used for Hypertension? (контроль безопасности терапии),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
131,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Когда требуется эскалация лечения при Артериальная гипертензия? (амбулаторный старт),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",When should therapy be escalated for Hypertension? (амбулаторный старт),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
132,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Когда требуется эскалация лечения при Артериальная гипертензия? (после госпитализации),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",When should therapy be escalated for Hypertension? (после госпитализации),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
133,1-1000,ru|en,US>KR>JP>IL>DE>UK>IT,США,Сердечно-сосудистые / Cardiovascular,Артериальная гипертензия,Hypertension,Когда требуется эскалация лечения при Артериальная гипертензия? (при полипрагмазии),"Подтвердить внеофисными измерениями. Цель у большинства <130/80 при переносимости. Немедикаментозно: DASH, соль <1.5-2 г натрия/сут, аэробная нагрузка, снижение веса, ограничение алкоголя. 1-я линия: тиазидоподобный диуретик, ИАПФ/БРА, БКК; при АД >=20/10 выше цели часто старт с 2 препаратов. Контроль креатинина/калия через 2-4 недели после ИАПФ/БРА/диуретика. Уточнить предпочтения пациента, стоимость, приверженность и риски взаимодействий; пересмотр плана каждые 3–6 месяцев или раньше при декомпенсации.",When should therapy be escalated for Hypertension? (при полипрагмазии),"Confirm with out-of-office BP. Target is generally <130/80 if tolerated. Lifestyle: DASH, sodium restriction, exercise, weight loss, alcohol reduction. First-line drugs: thiazide-like diuretic, ACEi/ARB, CCB; start 2 drugs when BP is >=20/10 above target. Recheck creatinine and potassium 2–4 weeks after ACEi/ARB/diuretic changes. Include patient preferences, cost/access, adherence, and interaction risk; review every 3–6 months or earlier if unstable.",США: ADA/ACC-AHA/AHA-ASA/USPSTF/NCCN/AASLD/GOLD; Южная Корея: KDA/KSH/KSN; Япония: JDS/JCS/JSN/JSGE; Израиль: MoH + societies; Германия: AWMF; Великобритания: NICE/SIGN; Италия: ISS + societies,https://diabetesjournals.org/care/issue; https://www.acc.org/guidelines; https://www.heart.org/en/professional; https://www.uspreventiveservicestaskforce.org; https://www.nccn.org/guidelines; https://www.aasld.org/practice-guidelines; https://goldcopd.org; https://kdigo.org/guidelines; https://www.nice.org.uk/guidance,Educational KB draft for clinician-supervised use; not standalone medical advice.
